This file was created by CMPT_ME_PRIOR_RETS_DAILY using the 201803 CRSP database.  It
contains a momentum factor, constructed from six value-weight portfolios formed
using independent sorts on size and prior return of NYSE, AMEX, and NASDAQ stocks.
MOM is the average of the returns on two (big and small) high prior return portfolios
minus the average of the returns on two low prior return portfolios.  The portfolios
are constructed daily.  Big means a firm is above the median market cap on the NYSE
at the end of the previous day; small firms are below the median NYSE market cap.
Prior return is measured from day - 250 to - 21.  Firms in the low prior return
portfolio are below the 30th NYSE percentile.  Those in the high portfolio are above
the 70th NYSE percentile.

Missing data are indicated by -99.99 or -999.

,Mom   
20051213,  -0.26
20051214,  -0.15
20051215,   0.05
20051216,  -0.38
20051219,  -0.45
20051220,   0.73
20051221,   0.24
20051222,  -0.02
20051223,  -0.24
20051227,  -0.46
20051228,   0.37
20051229,  -0.14
20051230,  -0.04
20060103,   1.16
20060104,   0.24
20060105,  -0.56
20060106,   0.32
20060109,  -0.08
20060110,   0.46
20060111,  -0.13
20060112,  -0.01
20060113,   0.30
20060117,   0.75
20060118,  -0.34
20060119,   0.46
20060120,   0.10
20060123,   0.34
20060124,   0.40
20060125,  -0.73
20060126,   0.24
20060127,   0.27
20060130,   0.32
20060131,   0.22
20060201,  -0.18
20060202,  -0.29
20060203,   0.25
20060206,   0.54
20060207,  -1.37
20060208,  -0.42
20060209,  -0.64
20060210,  -0.30
20060213,  -0.41
20060214,  -0.07
20060215,   0.02
20060216,   0.89
20060217,   0.30
20060221,   0.49
20060222,  -0.11
20060223,   0.05
20060224,   0.31
20060227,  -0.08
20060228,  -0.38
20060301,   0.88
20060302,   0.45
20060303,   0.03
20060306,  -0.97
20060307,  -0.99
20060308,  -0.19
20060309,  -0.25
20060310,  -0.09
20060313,   0.37
20060314,   0.71
20060315,   0.30
20060316,  -0.13
20060317,   0.05
20060320,  -0.30
20060321,  -0.58
20060322,   0.06
20060323,   0.17
20060324,   0.71
20060327,   0.33
20060328,   0.19
20060329,   0.67
20060330,  -0.30
20060331,   0.08
20060403,   0.39
20060404,   0.41
20060405,   0.54
20060406,  -0.11
20060407,  -0.35
20060410,   0.00
20060411,  -0.54
20060412,   0.33
20060413,   0.40
20060417,   0.53
20060418,   0.83
20060419,   0.57
20060420,  -0.22
20060421,   0.06
20060424,  -0.01
20060425,  -0.37
20060426,  -0.62
20060427,  -1.11
20060428,  -0.26
20060501,   0.58
20060502,   0.70
20060503,   0.02
20060504,   0.24
20060505,   0.09
20060508,  -0.27
20060509,   0.44
20060510,  -0.06
20060511,  -0.94
20060512,  -1.52
20060515,  -1.71
20060516,  -0.02
20060517,  -1.00
20060518,  -0.93
20060519,   0.21
20060522,  -1.29
20060523,   0.70
20060524,  -1.00
20060525,   0.88
20060526,   0.46
20060530,  -0.72
20060531,   0.83
20060601,   0.51
20060602,   0.39
20060605,  -1.06
20060606,  -0.36
20060607,  -1.16
20060608,  -0.69
20060609,  -0.09
20060612,  -1.64
20060613,  -1.22
20060614,   0.73
20060615,   2.01
20060616,  -0.10
20060619,  -0.58
20060620,   0.01
20060621,   1.13
20060622,   0.17
20060623,   0.76
20060626,   0.20
20060627,  -0.22
20060628,   0.10
20060629,   1.26
20060630,   0.57
20060703,   0.56
20060705,  -0.35
20060706,  -0.12
20060707,  -0.70
20060710,  -0.35
20060711,   0.30
20060712,   0.20
20060713,  -0.60
20060714,  -0.07
20060717,  -0.70
20060718,   0.25
20060719,   0.76
20060720,  -0.36
20060721,  -1.00
20060724,   0.45
20060725,   0.09
20060726,  -0.38
20060727,  -0.09
20060728,   0.47
20060731,   0.67
20060801,  -0.24
20060802,   0.10
20060803,   0.80
20060804,  -0.66
20060807,   0.03
20060808,  -0.14
20060809,  -0.30
20060810,  -0.38
20060811,  -0.20
20060814,  -0.50
20060815,   0.29
20060816,  -0.22
20060817,  -0.80
20060818,   0.02
20060821,   0.27
20060822,   0.20
20060823,  -0.23
20060824,  -0.18
20060825,  -0.06
20060828,  -0.25
20060829,  -0.51
20060830,  -0.62
20060831,   0.13
20060901,   0.21
20060905,   0.22
20060906,  -0.07
20060907,  -0.04
20060908,  -0.46
20060911,  -0.59
20060912,  -0.93
20060913,   0.47
20060914,  -0.25
20060915,  -0.26
20060918,   0.32
20060919,   0.24
20060920,   0.18
20060921,   0.15
20060922,  -0.08
20060925,  -0.14
20060926,   0.00
20060927,   0.19
20060928,  -0.18
20060929,   0.07
20061002,   0.20
20061003,  -0.07
20061004,   0.07
20061005,   0.03
20061006,  -0.16
20061009,   0.28
20061010,  -0.04
20061011,   0.12
20061012,   0.00
20061013,   0.21
20061016,  -0.21
20061017,   0.11
20061018,  -0.14
20061019,  -0.11
20061020,  -0.20
20061023,   0.16
20061024,  -0.23
20061025,  -0.79
20061026,  -0.19
20061027,  -0.24
20061030,   0.19
20061031,   0.00
20061101,  -0.29
20061102,  -0.30
20061103,  -0.24
20061106,   0.44
20061107,   0.16
20061108,  -0.11
20061109,   0.16
20061110,  -0.16
20061113,   0.04
20061114,  -0.30
20061115,  -0.29
20061116,   0.16
20061117,   0.07
20061120,   0.27
20061121,   0.12
20061122,  -0.33
20061124,   0.00
20061127,  -0.15
20061128,   0.34
20061129,   0.25
20061130,  -0.30
20061201,   0.05
20061204,   0.29
20061205,  -0.06
20061206,  -0.22
20061207,   0.13
20061208,   0.18
20061211,   0.27
20061212,   0.00
20061213,   0.21
20061214,   0.03
20061215,  -0.19
20061218,  -0.22
20061219,   0.25
20061220,  -0.03
20061221,   0.00
20061222,  -0.04
20061226,   0.05
20061227,   0.39
20061228,   0.03
20061229,  -0.10
20070103,  -0.44
20070104,  -0.58
20070105,   0.08
20070108,   0.32
20070109,   0.22
20070110,   0.03
20070111,   0.12
20070112,   0.12
20070116,  -0.02
20070117,   0.07
20070118,   0.11
20070119,  -0.05
20070122,   0.08
20070123,   0.32
20070124,   0.02
20070125,  -0.44
20070126,   0.06
20070129,   0.07
20070130,  -0.25
20070131,  -0.13
20070201,   0.16
20070202,  -0.24
20070205,   0.15
20070206,   0.20
20070207,   0.07
20070208,  -0.09
20070209,  -0.25
20070212,   0.00
20070213,   0.05
20070214,  -0.14
20070215,  -0.31
20070216,  -0.09
20070220,   0.27
20070221,  -0.29
20070222,  -0.48
20070223,  -0.18
20070226,   0.02
20070227,  -0.40
20070228,   0.50
20070301,   0.08
20070302,  -0.14
20070305,   0.16
20070306,   0.47
20070307,   0.15
20070308,   0.58
20070309,   0.08
20070312,   0.39
20070313,  -0.31
20070314,  -0.03
20070315,   0.14
20070316,   0.02
20070319,   0.51
20070320,   0.17
20070321,   0.09
20070322,   0.10
20070323,  -0.07
20070326,   0.33
20070327,  -0.06
20070328,   0.11
20070329,   0.17
20070330,   0.10
20070402,   0.36
20070403,   0.14
20070404,   0.15
20070405,  -0.01
20070409,   0.14
20070410,  -0.15
20070411,   0.06
20070412,  -0.29
20070413,  -0.08
20070416,  -0.45
20070417,   0.07
20070418,  -0.21
20070419,   0.00
20070420,   0.23
20070423,   0.36
20070424,  -0.41
20070425,  -0.23
20070426,  -0.14
20070427,   0.00
20070430,   0.01
20070501,  -0.39
20070502,   0.00
20070503,  -0.07
20070504,   0.22
20070507,   0.13
20070508,   0.01
20070509,  -0.31
20070510,   0.17
20070511,   0.14
20070514,   0.16
20070515,   0.32
20070516,   0.04
20070517,  -0.11
20070518,   0.09
20070521,   0.16
20070522,  -0.25
20070523,  -0.24
20070524,  -0.64
20070525,   0.27
20070529,   0.14
20070530,   0.31
20070531,  -0.22
20070601,  -0.20
20070604,  -0.12
20070605,   0.24
20070606,  -0.10
20070607,  -0.51
20070608,   0.05
20070611,   0.28
20070612,  -0.17
20070613,   0.47
20070614,   0.35
20070615,   0.30
20070618,   0.04
20070619,   0.23
20070620,  -0.73
20070621,   0.21
20070622,  -0.41
20070625,  -0.13
20070626,   0.00
20070627,   0.33
20070628,   0.16
20070629,   0.41
20070702,   0.57
20070703,   0.22
20070705,   0.39
20070706,   0.04
20070709,   0.16
20070710,   0.11
20070711,   0.32
20070712,   0.48
20070713,   0.14
20070716,   0.09
20070717,   0.28
20070718,   0.03
20070719,   0.54
20070720,  -0.11
20070723,   0.60
20070724,  -0.42
20070725,  -0.61
20070726,  -0.22
20070727,  -0.37
20070730,   0.60
20070731,   0.19
20070801,  -0.10
20070802,   0.74
20070803,   0.02
20070806,  -1.26
20070807,   0.06
20070808,  -1.26
20070809,  -1.10
20070810,   1.17
20070813,   1.58
20070814,  -0.42
20070815,  -1.07
20070816,  -2.31
20070817,  -0.06
20070820,   1.05
20070821,   0.40
20070822,   1.10
20070823,   0.32
20070824,   0.58
20070827,   0.43
20070828,  -0.43
20070829,   0.68
20070830,   0.46
20070831,   0.21
20070904,   0.21
20070905,   0.32
20070906,   0.17
20070907,  -0.46
20070910,   0.48
20070911,   0.43
20070912,   0.23
20070913,  -0.16
20070914,  -0.12
20070917,   0.23
20070918,   0.05
20070919,   0.08
20070920,   0.91
20070921,   0.46
20070924,   0.67
20070925,   0.94
20070926,   0.09
20070927,   0.10
20070928,  -0.12
20071001,   0.05
20071002,  -0.67
20071003,  -0.93
20071004,   0.42
20071005,  -0.13
20071008,   0.58
20071009,   0.72
20071010,   0.60
20071011,  -0.65
20071012,   0.89
20071015,   0.76
20071016,   1.01
20071017,   0.60
20071018,   0.94
20071019,  -0.33
20071022,  -0.70
20071023,   1.32
20071024,   0.39
20071025,   0.41
20071026,  -0.15
20071029,   0.44
20071030,  -0.65
20071031,   0.67
20071101,   0.61
20071102,   1.08
20071105,   0.29
20071106,   0.66
20071107,   0.34
20071108,  -0.82
20071109,  -1.42
20071112,  -2.16
20071113,  -0.91
20071114,   0.66
20071115,   0.70
20071116,   1.12
20071119,   0.96
20071120,   1.61
20071121,  -0.06
20071123,  -0.80
20071126,   1.06
20071127,  -0.09
20071128,  -0.76
20071129,   0.63
20071130,  -1.44
20071203,   0.74
20071204,   0.84
20071205,   0.40
20071206,  -0.91
20071207,  -0.02
20071210,  -0.90
20071211,   1.64
20071212,   1.56
20071213,   0.78
20071214,   0.74
20071217,  -0.80
20071218,  -0.02
20071219,   0.89
20071220,   0.81
20071221,  -0.28
20071224,  -0.26
20071226,   0.81
20071227,   0.44
20071228,   0.83
20071231,  -0.80
20080102,   0.91
20080103,   1.60
20080104,   0.57
20080107,  -0.52
20080108,   1.01
20080109,   0.25
20080110,  -1.39
20080111,  -0.87
20080114,   0.29
20080115,   0.35
20080116,  -2.98
20080117,   0.29
20080118,   0.83
20080122,  -2.87
20080123,  -4.25
20080124,   0.25
20080125,   0.73
20080128,  -1.68
20080129,  -1.40
20080130,   0.15
20080131,  -1.71
20080201,  -1.07
20080204,   1.80
20080205,   0.55
20080206,   0.16
20080207,  -0.57
20080208,   1.71
20080211,   0.98
20080212,  -0.01
20080213,   0.46
20080214,   0.64
20080215,  -0.24
20080219,   0.95
20080220,  -0.80
20080221,   0.56
20080222,  -0.52
20080225,   0.08
20080226,  -0.43
20080227,  -0.09
20080228,   2.41
20080229,   1.03
20080303,   0.95
20080304,   0.16
20080305,   1.08
20080306,   1.91
20080307,  -0.53
20080310,   0.74
20080311,  -1.06
20080312,   0.86
20080313,   0.49
20080314,   1.23
20080317,   1.07
20080318,  -2.53
20080319,  -0.97
20080320,  -3.54
20080324,  -1.34
20080325,   0.68
20080326,   2.39
20080327,   0.86
20080328,   1.74
20080331,  -0.88
20080401,  -3.05
20080402,   0.20
20080403,  -0.12
20080404,   1.13
20080407,  -0.50
20080408,   1.39
20080409,   1.79
20080410,   0.23
20080411,   0.12
20080414,   1.42
20080415,   0.25
20080416,   0.35
20080417,  -0.90
20080418,  -0.94
20080421,   0.90
20080422,   1.08
20080423,   0.32
20080424,  -2.68
20080425,  -0.89
20080428,  -0.26
20080429,  -0.90
20080430,   0.83
20080501,  -2.12
20080502,   0.15
20080505,   1.11
20080506,  -0.03
20080507,   1.17
20080508,   1.20
20080509,   0.40
20080512,  -0.52
20080513,   0.76
20080514,  -0.94
20080515,  -0.43
20080516,   0.92
20080519,   0.21
20080520,   1.23
20080521,   1.03
20080522,  -0.62
20080523,   0.83
20080527,  -0.21
20080528,   0.73
20080529,  -1.09
20080530,   0.44
20080602,   0.71
20080603,  -0.21
20080604,  -0.06
20080605,   0.45
20080606,   1.80
20080609,   2.04
20080610,  -0.49
20080611,   1.97
20080612,  -0.67
20080613,  -0.31
20080616,  -0.15
20080617,   1.65
20080618,   1.24
20080619,  -0.51
20080620,   1.47
20080623,   3.17
20080624,  -1.27
20080625,  -0.83
20080626,   1.91
20080627,   0.94
20080630,   1.91
20080701,   0.50
20080702,   0.06
20080703,   0.24
20080707,   1.03
20080708,  -2.98
20080709,   2.42
20080710,   3.18
20080711,   1.68
20080714,   2.63
20080715,   0.16
20080716,  -5.83
20080717,  -5.73
20080718,  -0.58
20080721,   0.76
20080722,  -4.33
20080723,  -3.83
20080724,   3.82
20080725,   1.31
20080728,   2.51
20080729,  -3.94
20080730,   1.30
20080731,  -0.93
20080801,  -1.03
20080804,  -1.39
20080805,  -3.28
20080806,   0.83
20080807,   2.05
20080808,  -2.93
20080811,  -1.87
20080812,   2.07
20080813,   3.03
20080814,  -1.98
20080815,  -1.83
20080818,   1.74
20080819,   2.80
20080820,   0.79
20080821,   0.68
20080822,  -1.84
20080825,   0.97
20080826,   0.23
20080827,  -0.43
20080828,  -2.03
20080829,  -0.48
20080902,  -2.31
20080903,  -1.65
20080904,   1.27
20080905,  -0.86
20080908,  -2.10
20080909,   0.95
20080910,   2.09
20080911,   0.71
20080912,   1.09
20080915,   2.95
20080916,  -0.03
20080917,   1.87
20080918,  -4.51
20080919,  -3.62
20080922,   2.64
20080923,   0.29
20080924,   1.05
20080925,  -0.44
20080926,  -0.43
20080929,   3.22
20080930,  -2.67
20081001,  -1.78
20081002,   1.02
20081003,   1.91
20081006,   0.99
20081007,   3.10
20081008,   1.40
20081009,   2.09
20081010,  -0.43
20081013,  -1.33
20081014,  -1.95
20081015,   1.89
20081016,   1.42
20081017,  -0.63
20081020,   0.70
20081021,   0.47
20081022,   1.22
20081023,   1.82
20081024,   1.01
20081027,   0.45
20081028,  -1.60
20081029,  -0.95
20081030,  -0.97
20081031,  -0.42
20081103,  -0.40
20081104,  -2.55
20081105,   2.15
20081106,   3.20
20081107,  -0.23
20081110,   1.81
20081111,   2.76
20081112,   3.52
20081113,  -1.92
20081114,   0.81
20081117,   2.67
20081118,   1.45
20081119,   3.98
20081120,   4.58
20081121,  -0.54
20081124,  -7.38
20081125,  -2.04
20081126,  -5.13
20081128,  -2.41
20081201,   4.33
20081202,  -1.67
20081203,  -0.46
20081204,   0.79
20081205,  -1.88
20081208,  -4.65
20081209,  -0.55
20081210,  -1.27
20081211,   1.31
20081212,  -0.31
20081215,   1.29
20081216,  -3.07
20081217,  -1.42
20081218,   1.47
20081219,  -1.23
20081222,   3.43
20081223,   1.25
20081224,  -0.34
20081226,  -0.79
20081229,   1.31
20081230,  -1.53
20081231,  -1.85
20090102,  -4.33
20090105,  -2.82
20090106,  -5.04
20090107,   1.81
20090108,  -1.64
20090109,   0.80
20090112,   3.96
20090113,   0.71
20090114,   2.90
20090115,   1.82
20090116,   0.22
20090120,   4.69
20090121,  -4.26
20090122,   2.42
20090123,  -2.54
20090126,   0.08
20090127,  -1.30
20090128,  -4.06
20090129,   3.09
20090130,   1.82
20090202,   1.04
20090203,   0.87
20090204,  -0.90
20090205,  -1.70
20090206,  -3.08
20090209,  -1.43
20090210,   3.75
20090211,  -0.81
20090212,   0.26
20090213,  -0.18
20090217,   4.20
20090218,   0.94
20090219,   1.96
20090220,   1.44
20090223,   1.92
20090224,  -4.09
20090225,   0.39
20090226,  -1.65
20090227,   2.33
20090302,   5.24
20090303,   0.36
20090304,  -1.69
20090305,   3.31
20090306,   0.60
20090309,  -1.68
20090310,  -6.55
20090311,  -0.98
20090312,  -3.56
20090313,  -0.11
20090316,  -1.47
20090317,  -1.44
20090318,  -5.15
20090319,   0.19
20090320,   2.85
20090323,  -7.51
20090324,   0.23
20090325,  -0.58
20090326,  -2.28
20090327,   0.97
20090330,   6.66
20090331,  -1.60
20090401,  -2.62
20090402,  -4.28
20090403,  -3.16
20090406,   0.25
20090407,   1.82
20090408,  -1.04
20090409,  -8.20
20090413,  -3.93
20090414,   1.44
20090415,  -2.00
20090416,  -1.67
20090417,  -1.96
20090420,   7.01
20090421,  -3.91
20090422,  -1.73
20090423,  -1.02
20090424,  -3.44
20090427,   2.25
20090428,   1.27
20090429,  -2.75
20090430,  -2.54
20090501,  -1.91
20090504,  -5.28
20090505,  -1.33
20090506,  -3.66
20090507,   1.10
20090508,  -5.06
20090511,   2.27
20090512,   1.79
20090513,   5.10
20090514,  -1.70
20090515,   1.65
20090518,  -3.51
20090519,  -1.26
20090520,  -0.78
20090521,   1.66
20090522,   0.40
20090526,  -0.36
20090527,  -0.37
20090528,  -1.26
20090529,  -0.61
20090601,  -1.96
20090602,   0.78
20090603,   2.72
20090604,  -2.68
20090605,  -0.15
20090608,   0.67
20090609,  -1.01
20090610,  -1.24
20090611,  -1.41
20090612,   0.47
20090615,   1.51
20090616,   1.28
20090617,   2.62
20090618,   0.73
20090619,  -0.21
20090622,   3.76
20090623,  -0.77
20090624,  -0.69
20090625,  -0.49
20090626,   0.09
20090629,  -0.11
20090630,   0.02
20090701,   0.23
20090702,   1.03
20090706,   2.04
20090707,   1.09
20090708,   1.11
20090709,  -1.09
20090710,   0.33
20090713,  -0.45
20090714,  -0.76
20090715,  -1.57
20090716,  -0.85
20090717,   0.52
20090720,  -1.43
20090721,   0.50
20090722,  -0.27
20090723,  -1.75
20090724,  -1.13
20090727,  -1.20
20090728,   0.52
20090729,   1.30
20090730,  -2.23
20090731,  -1.21
20090803,  -2.08
20090804,  -1.31
20090805,  -1.46
20090806,  -0.54
20090807,  -1.14
20090810,  -0.70
20090811,   1.60
20090812,  -0.77
20090813,  -1.59
20090814,   0.31
20090817,   2.00
20090818,  -1.06
20090819,   0.15
20090820,  -0.75
20090821,  -1.03
20090824,  -0.36
20090825,   0.20
20090826,   0.07
20090827,  -0.81
20090828,  -0.63
20090831,   0.83
20090901,   1.66
20090902,   0.32
20090903,  -0.86
20090904,  -0.68
20090908,  -0.58
20090909,  -0.43
20090910,  -0.93
20090911,  -0.79
20090914,  -0.94
20090915,  -1.11
20090916,  -1.73
20090917,   0.21
20090918,   0.20
20090921,   0.70
20090922,  -1.23
20090923,   0.54
20090924,   1.04
20090925,   0.06
20090928,  -0.22
20090929,  -0.06
20090930,   0.63
20091001,   0.59
20091002,   0.18
20091005,  -0.29
20091006,   0.39
20091007,  -0.13
20091008,  -0.17
20091009,   0.07
20091012,  -0.22
20091013,   0.18
20091014,   0.25
20091015,   0.05
20091016,  -0.06
20091019,   0.39
20091020,   0.05
20091021,   0.40
20091022,  -0.43
20091023,   0.18
20091026,   0.19
20091027,  -1.54
20091028,  -1.96
20091029,   1.26
20091030,  -0.23
20091102,   0.49
20091103,   0.75
20091104,   0.11
20091105,   0.59
20091106,  -0.09
20091109,   0.60
20091110,   0.32
20091111,   0.05
20091112,  -0.33
20091113,   0.62
20091116,   0.37
20091117,  -0.18
20091118,  -0.41
20091119,  -0.87
20091120,  -0.68
20091123,  -0.09
20091124,  -0.47
20091125,   0.40
20091127,  -0.52
20091130,  -0.18
20091201,   0.57
20091202,   0.29
20091203,  -0.27
20091204,  -0.20
20091207,  -0.24
20091208,   0.00
20091209,   0.36
20091210,   0.27
20091211,  -0.54
20091214,   0.99
20091215,   0.14
20091216,   0.74
20091217,  -0.30
20091218,  -0.09
20091221,   0.41
20091222,   0.26
20091223,   0.77
20091224,   0.25
20091228,  -0.18
20091229,  -0.38
20091230,  -0.09
20091231,   0.05
20100104,   0.66
20100105,   0.63
20100106,  -0.02
20100107,  -0.85
20100108,   0.25
20100111,  -0.48
20100112,  -1.21
20100113,   0.39
20100114,  -0.12
20100115,  -0.53
20100119,   0.13
20100120,  -0.56
20100121,  -1.02
20100122,  -1.54
20100125,   0.54
20100126,   0.01
20100127,  -0.16
20100128,  -0.66
20100129,  -1.24
20100201,   1.40
20100202,   0.48
20100203,   0.24
20100204,  -1.57
20100205,   0.03
20100208,   0.01
20100209,   0.89
20100210,   0.19
20100211,   0.89
20100212,   0.50
20100216,   0.89
20100217,   0.01
20100218,   0.12
20100219,  -0.22
20100222,   0.14
20100223,  -1.04
20100224,   0.52
20100225,   0.48
20100226,   0.41
20100301,   1.17
20100302,   0.14
20100303,   0.08
20100304,   0.36
20100305,   0.87
20100308,   0.09
20100309,   0.39
20100310,   0.39
20100311,  -0.06
20100312,   0.28
20100315,  -0.68
20100316,   0.31
20100317,   0.09
20100318,  -0.53
20100319,  -1.51
20100322,   0.89
20100323,   0.83
20100324,   0.41
20100325,  -0.15
20100326,   0.34
20100329,   0.16
20100330,  -0.12
20100331,  -0.15
20100401,   0.64
20100405,   1.04
20100406,   0.23
20100407,  -0.44
20100408,   0.25
20100409,   0.10
20100412,  -0.13
20100413,   0.16
20100414,   0.89
20100415,   0.22
20100416,  -0.79
20100419,  -0.62
20100420,   0.38
20100421,   0.62
20100422,   0.99
20100423,   0.27
20100426,   0.31
20100427,  -1.28
20100428,   0.02
20100429,   0.96
20100430,  -1.10
20100503,   0.84
20100504,  -0.94
20100505,  -0.60
20100506,  -0.88
20100507,  -1.14
20100510,   2.61
20100511,   0.29
20100512,   1.30
20100513,  -0.54
20100514,  -1.30
20100517,  -0.58
20100518,  -0.86
20100519,  -0.66
20100520,  -1.26
20100521,   1.47
20100524,   0.37
20100525,   0.46
20100526,   0.52
20100527,   1.98
20100528,  -0.33
20100601,  -0.33
20100602,   0.61
20100603,   0.02
20100604,  -1.33
20100607,  -1.28
20100608,  -0.33
20100609,   0.39
20100610,   0.95
20100611,   0.65
20100614,   0.57
20100615,   0.46
20100616,   0.13
20100617,   0.01
20100618,  -0.11
20100621,  -0.19
20100622,  -0.61
20100623,   0.01
20100624,  -0.52
20100625,   0.63
20100628,  -0.27
20100629,  -1.95
20100630,  -0.36
20100701,  -0.19
20100702,  -0.69
20100706,  -0.44
20100707,   1.53
20100708,   0.19
20100709,   0.58
20100712,  -0.62
20100713,   0.49
20100714,   0.00
20100715,  -0.53
20100716,  -1.01
20100719,  -0.34
20100720,   0.56
20100721,   0.30
20100722,   0.56
20100723,   0.56
20100726,   0.12
20100727,  -0.63
20100728,  -0.09
20100729,   0.20
20100730,   0.17
20100802,  -0.27
20100803,  -0.15
20100804,   0.16
20100805,  -0.03
20100806,  -0.05
20100809,   0.12
20100810,   0.19
20100811,  -0.36
20100812,  -0.12
20100813,  -0.07
20100816,   0.17
20100817,   0.34
20100818,   0.20
20100819,   0.06
20100820,   0.16
20100823,  -0.46
20100824,  -0.35
20100825,   0.07
20100826,   0.37
20100827,   0.44
20100830,  -0.07
20100831,   0.47
20100901,   0.52
20100902,   0.28
20100903,   0.15
20100907,   0.18
20100908,   0.05
20100909,  -0.68
20100910,   0.03
20100913,  -0.19
20100914,   0.15
20100915,  -0.07
20100916,   0.23
20100917,   0.35
20100920,  -0.08
20100921,   0.09
20100922,   0.46
20100923,   0.06
20100924,   0.01
20100927,   0.08
20100928,  -0.04
20100929,  -0.02
20100930,  -0.54
20101001,  -0.29
20101004,   0.40
20101005,   0.24
20101006,  -0.62
20101007,   0.25
20101008,  -0.04
20101011,  -0.14
20101012,  -0.28
20101013,   0.06
20101014,   0.83
20101015,   0.23
20101018,  -0.84
20101019,   0.00
20101020,  -0.04
20101021,   0.49
20101022,   0.25
20101025,   0.36
20101026,  -0.07
20101027,   0.08
20101028,   0.07
20101029,   0.15
20101101,   0.15
20101102,   0.11
20101103,   0.11
20101104,  -0.33
20101105,  -0.57
20101108,   0.11
20101109,  -0.28
20101110,  -0.08
20101111,   0.29
20101112,  -0.19
20101115,   0.10
20101116,  -0.21
20101117,   0.50
20101118,   0.58
20101119,   0.55
20101122,   1.09
20101123,   0.02
20101124,   0.70
20101126,   0.38
20101129,  -0.31
20101130,   0.08
20101201,   0.24
20101202,  -0.41
20101203,   0.07
20101206,   0.23
20101207,   0.01
20101208,  -0.68
20101209,  -0.01
20101210,  -0.28
20101213,  -0.28
20101214,  -0.47
20101215,  -0.02
20101216,   0.11
20101217,  -0.05
20101220,   0.06
20101221,   0.15
20101222,  -0.94
20101223,  -0.14
20101227,  -0.24
20101228,  -0.24
20101229,   0.25
20101230,   0.00
20101231,  -0.15
20110103,  -0.01
20110104,  -0.59
20110105,   0.11
20110106,  -0.50
20110107,   0.36
20110110,   0.70
20110111,  -0.24
20110112,  -0.33
20110113,   0.30
20110114,  -0.20
20110118,  -0.34
20110119,  -0.13
20110120,  -1.22
20110121,  -0.14
20110124,   0.19
20110125,  -0.15
20110126,   1.24
20110127,   0.02
20110128,  -0.16
20110131,   0.63
20110201,   0.52
20110202,  -0.01
20110203,   0.06
20110204,   0.05
20110207,   0.22
20110208,   0.10
20110209,  -0.04
20110210,   0.76
20110211,   0.46
20110214,   0.51
20110215,  -0.29
20110216,   0.10
20110217,   0.14
20110218,  -0.52
20110222,  -0.80
20110223,  -0.25
20110224,   0.42
20110225,   0.65
20110228,  -0.24
20110301,  -0.22
20110302,   0.51
20110303,   0.80
20110304,   0.34
20110307,  -0.33
20110308,  -0.41
20110309,  -0.87
20110310,  -0.76
20110311,   0.32
20110314,   0.29
20110315,   0.25
20110316,  -0.03
20110317,   0.58
20110318,  -0.45
20110321,   1.26
20110322,  -0.16
20110323,   0.49
20110324,   0.29
20110325,   0.62
20110328,  -0.15
20110329,   0.54
20110330,   0.24
20110331,   0.21
20110401,   0.00
20110404,   0.15
20110405,  -0.06
20110406,  -1.21
20110407,  -0.07
20110408,   0.10
20110411,  -0.56
20110412,  -0.70
20110413,   0.93
20110414,   0.28
20110415,   0.20
20110418,  -0.37
20110419,   0.35
20110420,   0.69
20110421,   0.79
20110425,  -0.18
20110426,  -0.39
20110427,  -0.11
20110428,  -0.28
20110429,   0.66
20110502,  -0.67
20110503,  -1.39
20110504,  -0.87
20110505,  -0.29
20110506,   0.55
20110509,   1.20
20110510,   0.06
20110511,  -1.11
20110512,  -0.24
20110513,  -0.06
20110516,  -0.73
20110517,  -0.45
20110518,   1.17
20110519,   0.28
20110520,   0.28
20110523,  -0.59
20110524,   0.34
20110525,   1.19
20110526,   0.52
20110527,   0.10
20110531,   0.26
20110601,  -0.26
20110602,   0.08
20110603,  -0.15
20110606,  -0.68
20110607,   0.53
20110608,  -0.27
20110609,   0.45
20110610,  -0.62
20110613,  -0.62
20110614,   0.91
20110615,  -0.45
20110616,  -0.82
20110617,  -0.23
20110620,   0.50
20110621,   1.20
20110622,   0.22
20110623,   0.55
20110624,  -0.33
20110627,   0.22
20110628,   1.24
20110629,  -0.01
20110630,   0.40
20110701,   0.35
20110705,   1.21
20110706,   0.33
20110707,  -0.26
20110708,   0.36
20110711,  -0.16
20110712,  -0.59
20110713,   0.33
20110714,  -0.20
20110715,   0.54
20110718,   0.32
20110719,   0.45
20110720,  -0.59
20110721,  -0.52
20110722,   0.28
20110725,  -0.15
20110726,  -0.57
20110727,  -0.64
20110728,   0.12
20110729,   0.12
20110801,   0.02
20110802,  -0.87
20110803,  -0.08
20110804,  -1.42
20110805,  -0.54
20110808,  -1.12
20110809,   1.62
20110810,   1.47
20110811,   0.59
20110812,   1.15
20110815,  -0.24
20110816,  -0.71
20110817,  -0.64
20110818,  -2.02
20110819,  -0.61
20110822,  -0.03
20110823,   2.16
20110824,  -0.32
20110825,  -0.42
20110826,   1.34
20110829,   0.07
20110830,   0.69
20110831,  -0.34
20110901,   0.61
20110902,   0.41
20110906,   1.13
20110907,  -1.42
20110908,   0.75
20110909,   0.13
20110912,  -0.17
20110913,   0.06
20110914,   0.05
